Name der Zeitung,Datum der Ausgabe,Nummer der Ausgabe,Jahrgang,Seitenzahl,Dateiname des Scans im Ordner Mediendateien,Dateiname der zugehörigen ALTO-XML-Datei im Ordner OCR/Alto-XML
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-11-29,280,8,11,vw-1891-11-29-280-011.jpg,ALTO_192.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-11-29,280,8,12,vw-1891-11-29-280-012.jpg,ALTO_193.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-06,286,8,4,vw-1891-12-06-286-004.jpg,ALTO_194.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-06,286,8,7,vw-1891-12-06-286-007.jpg,ALTO_195.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-06,286,8,8,vw-1891-12-06-286-008.jpg,ALTO_196.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-06,286,8,10,vw-1891-12-06-286-010.jpg,ALTO_197.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-06,286,8,11,vw-1891-12-06-286-011.jpg,ALTO_198.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-06,286,8,12,vw-1891-12-06-286-012.jpg,ALTO_199.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-13,292,8,4,vw-1891-12-13-292-004.jpg,ALTO_200.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-13,292,8,8,vw-1891-12-13-292-008.jpg,ALTO_201.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-13,292,8,10,vw-1891-12-13-292-010.jpg,ALTO_202.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-13,292,8,11,vw-1891-12-13-292-011.jpg,ALTO_203.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-13,292,8,12,vw-1891-12-13-292-012.jpg,ALTO_204.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-13,292,8,13,vw-1891-12-13-292-013.jpg,ALTO_205.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-13,292,8,14,vw-1891-12-13-292-014.jpg,ALTO_206.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-20,298,8,4,vw-1891-12-20-298-004.jpg,ALTO_207.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-20,298,8,8,vw-1891-12-20-298-008.jpg,ALTO_208.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-20,298,8,10,vw-1891-12-20-298-010.jpg,ALTO_209.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-20,298,8,11,vw-1891-12-20-298-011.jpg,ALTO_210.xml
Vorwärts – Berliner Volksblatt – Zentralorgan der Sozialdemokratischen Partei Deutschlands,1891-12-20,298,8,12,vw-1891-12-20-298-012.jpg,ALTO_211.xml
